"sno","repo_name","repo_url","description","stars","language","last_updated","scraped_at","has_features","feature_count","feature_info","is_accessible","accessibility_info","validated_at","id","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","hasWiki","isArchived","isDisabled","isLocked","languages","topics"
"285","carlopolancos/KRT04-conduit","https://github.com/carlopolancos/KRT04-conduit","N/A","1","Gherkin","2026-02-11T07:48:50Z","2026-04-06T15:26:40.384023","true","10","10 .feature files found","true","OK","2026-04-10T09:00:36Z","1154094545","false","4","4","0","0","Gherkin","main","","","1","1","0","445","2026-02-10T02:18:36Z","2026-02-11T07:48:50Z","2026-02-11T07:58:15Z","0","0","0","0","true","false","false","false","",""
"286","Xe/when-then-zen","https://github.com/Xe/when-then-zen","Meditation instructions from spiritual texts ripped out of the contexts of their spirituality and presented in the universal format of Gherkin","158","Gherkin","2023-08-13T03:48:57Z","2026-04-06T15:26:09.532373","true","9","9 .feature files found","true","OK","2026-04-10T07:38:45Z","125446543","false","58","2","0","22","Gherkin","master","Creative Commons Zero v1.0 Universal","https://when-then-zen.christine.website","158","158","8","522","2018-03-16T01:23:14Z","2023-08-13T03:48:57Z","2026-04-04T11:31:20Z","6","6","10","1","true","false","false","false","","gherkin,meditation,meditation-instructions,spirituality,zen"
"287","waterlink/rspec-json_expectations","https://github.com/waterlink/rspec-json_expectations","Set of matchers and helpers to allow you test your APIs responses like a pro.","139","Gherkin","2023-08-31T16:29:33Z","2026-04-06T15:26:09.532392","true","9","9 .feature files found","true","OK","2026-04-10T07:39:11Z","22735802","false","76","2","0","24","Gherkin","master","MIT License","https://www.relishapp.com/waterlink/rspec-json-expectations/docs","140","140","9","63","2014-08-07T20:39:28Z","2023-08-31T16:29:33Z","2026-04-07T13:54:24Z","9","9","20","5","true","false","false","false","",""
"288","salad/salad","https://github.com/salad/salad","A nice mix of great BDD ingredients","120","Gherkin","2015-06-19T06:28:21Z","2026-04-06T15:26:09.532399","true","9","9 .feature files found","true","OK","2026-04-10T07:39:22Z","3174981","false","258","8","0","25","Cucumber","master","BSD 3-Clause ""New"" or ""Revised"" License","","121","121","5","708","2012-01-13T22:44:19Z","2015-06-19T06:28:21Z","2026-04-07T13:46:29Z","19","19","38","6","true","false","false","false","",""
"289","camiloribeiro/cucumber-gradle-parallel","https://github.com/camiloribeiro/cucumber-gradle-parallel","Example of Gradle Running Cucumber Features in Parallel","41","Gherkin","2017-02-27T13:17:12Z","2026-04-06T15:26:09.532541","true","9","9 .feature files found","true","OK","2026-04-10T07:42:23Z","32431638","false","26","1","0","21","Gherkin","master","","","41","41","0","367","2015-03-18T01:52:02Z","2017-02-27T13:17:12Z","2026-01-02T05:58:47Z","7","7","0","0","true","false","false","false","",""
"290","moodle-an-hochschulen/moodle-local_boostnavigation","https://github.com/moodle-an-hochschulen/moodle-local_boostnavigation","Moodle plugin which tries to overcome some fixed appearance behaviours of Boost's nav drawer in a clean way","38","Gherkin","2024-01-06T20:44:35Z","2026-04-06T15:26:09.532587","true","9","9 .feature files found","true","OK","2026-04-10T07:43:26Z","84049925","false","249","5","0","27","Gherkin","master","GNU General Public License v3.0","","38","38","4","413","2017-03-06T08:43:26Z","2024-01-06T20:44:35Z","2025-03-13T13:00:27Z","0","0","22","0","false","true","false","false","","moodle,moodle-local,moodle-plugin"
"291","Akuukis/beancount_share","https://github.com/Akuukis/beancount_share","A beancount plugin to share expenses with external partners within one ledger.","30","Gherkin","2025-01-06T09:23:14Z","2026-04-06T15:26:09.532621","true","9","9 .feature files found","true","OK","2026-04-10T07:44:12Z","308946460","false","73","1","0","4","Gherkin","master","GNU Affero General Public License v3.0","","30","30","0","142","2020-10-31T18:23:27Z","2025-01-06T09:23:14Z","2026-02-24T18:35:39Z","2","2","0","0","true","false","false","false","",""
"292","mdsol/skyfire","https://github.com/mdsol/skyfire","Skyfire is a Model-Based Testing (MBT) tool that generates Cucumber test scenarios from a UML behavioral diagram.","13","Gherkin","2016-09-27T21:39:41Z","2026-04-06T15:26:13.132338","true","9","9 .feature files found","true","OK","2026-04-10T07:49:31Z","44632985","false","76","3","0","3","Cucumber","master","Apache License 2.0","","13","13","3","514","2015-10-20T20:26:44Z","2016-09-27T21:39:41Z","2025-02-19T02:24:28Z","1","1","6","0","true","true","false","false","","patient-mgmt"
"293","wiris/moodle-tinymce_tiny_mce_wiris","https://github.com/wiris/moodle-tinymce_tiny_mce_wiris","TinyMCE's editor Moodle plugin for MathType, the leading formula editor and equation writer for the web by Wiris","13","Gherkin","2024-01-29T14:36:58Z","2026-04-06T15:26:13.132342","true","9","9 .feature files found","true","OK","2026-04-10T07:49:36Z","55397906","false","170","23","47","12","Gherkin","stable","GNU General Public License v3.0","https://www.wiris.com/moodle","13","13","9","3862","2016-04-04T09:06:43Z","2024-01-29T14:36:58Z","2024-11-25T18:50:24Z","5","5","76","5","true","false","false","false","","chemistry,maths,mathtype,moodle,moodle-plugin,tinymce,wysiwyg"
"294","Practically/PsalmPluginYii2","https://github.com/Practically/PsalmPluginYii2","Psalm plugin for a better typed yii2 application","9","Gherkin","2024-07-24T10:02:46Z","2026-04-06T15:26:13.132463","true","9","9 .feature files found","true","OK","2026-04-10T07:52:13Z","389028620","false","19","10","0","7","Gherkin","1.x","BSD 3-Clause ""New"" or ""Revised"" License","","9","9","3","40","2021-07-24T07:15:41Z","2024-07-24T10:02:46Z","2024-07-24T10:02:56Z","8","8","18","5","true","true","false","false","",""
"295","cucumber/cucumber-ruby-wire","https://github.com/cucumber/cucumber-ruby-wire","Wire protocol plugin for Cucumber","7","Gherkin","2026-03-28T02:16:32Z","2026-04-06T15:26:16.895481","true","9","9 .feature files found","true","OK","2026-04-10T07:54:58Z","38783239","false","224","5","6","10","Gherkin","main","MIT License","","7","7","18","256","2015-07-08T22:23:05Z","2026-04-07T02:33:09Z","2026-04-07T02:33:11Z","5","5","77","1","false","false","false","false","","polyglot-release,tidelift"
"296","ptrthomas/karate-sikulix-demo","https://github.com/ptrthomas/karate-sikulix-demo","N/A","6","Gherkin","2020-02-16T08:59:00Z","2026-04-06T15:26:16.895510","true","9","9 .feature files found","true","OK","2026-04-10T07:55:38Z","191784453","false","15","1","0","2","Gherkin","master","","","6","6","0","154","2019-06-13T15:02:28Z","2020-02-16T08:59:00Z","2021-05-09T09:38:24Z","0","0","0","0","true","false","false","false","",""
"297","jbpros/cucumber-fp","https://github.com/jbpros/cucumber-fp","Cucumber.js FP step definitions","4","Gherkin","2020-12-23T13:42:42Z","2026-04-06T15:26:16.895780","true","9","9 .feature files found","true","OK","2026-04-10T08:01:45Z","322953660","false","61","1","0","0","Gherkin","main","MIT License","","4","4","0","287","2020-12-19T23:02:06Z","2020-12-23T13:42:42Z","2025-09-23T07:28:49Z","0","0","0","0","true","true","false","false","",""
"298","adamranieri/BugCatcherFeatures","https://github.com/adamranieri/BugCatcherFeatures","N/A","4","Gherkin","2022-11-15T21:31:38Z","2026-04-06T15:26:20.708742","true","9","9 .feature files found","true","OK","2026-04-10T08:05:00Z","513611783","false","2","1","0","1","Gherkin","master","","","4","4","2","5","2022-07-13T17:25:16Z","2022-11-15T21:31:38Z","2022-12-11T23:36:44Z","0","0","0","0","true","false","false","false","",""
"299","webshipco/webshipco-automated-testing","https://github.com/webshipco/webshipco-automated-testing","Webship.co Automated Testing","3","Gherkin","2026-03-28T12:53:51Z","2026-04-06T15:26:23.948754","true","9","9 .feature files found","true","OK","2026-04-10T08:12:03Z","634211766","false","220","1","0","0","Gherkin","main","","https://webship.co","3","3","2","712","2023-04-29T12:02:44Z","2026-03-28T12:53:51Z","2026-03-28T12:53:54Z","13","13","0","0","true","false","false","false","",""
"300","republique-et-canton-de-geneve/afc-rapports-bdd","https://github.com/republique-et-canton-de-geneve/afc-rapports-bdd","Une application qui expose au métier une table des matières qui aggrège l'ensemble des rapports de tests BDD.","3","Gherkin","2026-03-20T09:09:00Z","2026-04-06T15:26:23.948767","true","9","9 .feature files found","true","OK","2026-04-10T08:12:18Z","914851997","false","84","11","0","1","Gherkin","main","Other","","3","3","4","375","2025-01-10T12:47:37Z","2026-03-20T09:09:00Z","2026-03-20T09:09:04Z","0","0","16","0","true","false","false","false","","bdd,behavior-driven-development,geneve"
"301","Akuukis/beancount_allocate","https://github.com/Akuukis/beancount_allocate","N/A","3","Gherkin","2021-02-23T18:28:16Z","2026-04-06T15:26:23.948774","true","9","9 .feature files found","true","OK","2026-04-10T08:12:29Z","338412898","false","19","1","0","0","Gherkin","master","GNU Affero General Public License v3.0","","3","3","0","46","2021-02-12T19:26:34Z","2021-02-23T18:28:16Z","2023-07-30T19:44:08Z","2","2","0","0","true","false","false","false","",""
"302","UKHomeOffice/ukvi-complaints","https://github.com/UKHomeOffice/ukvi-complaints","N/A","2","Gherkin","2026-03-27T17:04:55Z","2026-04-06T15:26:23.948934","true","9","9 .feature files found","true","OK","2026-04-10T08:15:53Z","60079403","false","407","10","0","2","Gherkin","master","","","2","2","28","1178","2016-05-31T10:14:33Z","2026-03-27T17:04:55Z","2026-03-27T17:04:58Z","8","8","356","8","true","false","false","false","",""
"303","SabotageAndi/SpecFlow.Example.AllTestRunners","https://github.com/SabotageAndi/SpecFlow.Example.AllTestRunners","N/A","2","Gherkin","2022-12-08T01:17:32Z","2026-04-06T15:26:23.949023","true","9","9 .feature files found","true","OK","2026-04-10T08:17:53Z","54629832","false","31","13","0","0","Gherkin","master","","","2","2","0","111","2016-03-24T09:20:26Z","2022-12-08T01:17:32Z","2022-09-02T07:46:39Z","11","11","17","11","true","false","false","false","",""
"304","Tavalik/VA-Tests-UH31-Smoke","https://github.com/Tavalik/VA-Tests-UH31-Smoke","Дымовые тесты на фреймворке Vanessa-Automation для 1С:УХ 3.1","2","Gherkin","2023-09-18T06:34:36Z","2026-04-06T15:26:23.949030","true","9","9 .feature files found","true","OK","2026-04-10T08:18:03Z","399357539","false","58","1","0","5","Gherkin","main","","","2","2","2","390","2021-08-24T06:21:34Z","2023-09-18T06:34:36Z","2024-11-11T06:19:28Z","0","0","0","0","true","false","false","false","",""
"305","dev-madhurendra/Karate-learnings","https://github.com/dev-madhurendra/Karate-learnings","Contains karate learning resources","2","Gherkin","2024-05-31T11:04:23Z","2026-04-06T15:26:23.949049","true","9","9 .feature files found","true","OK","2026-04-10T08:18:28Z","808039884","false","6","1","0","0","Gherkin","main","","","2","2","0","127","2024-05-30T09:04:52Z","2024-05-31T11:04:23Z","2025-06-17T09:24:04Z","0","0","0","0","true","false","false","false","","karate,karate-framework,karate-tests"
"306","mburbidg/gql-tck","https://github.com/mburbidg/gql-tck","Technology Compatibilty Kit (TCK) for the GQL graph query language. Derived from the TCK for openCypher.","2","Gherkin","2023-12-16T18:13:47Z","2026-04-06T15:26:27.107030","true","9","9 .feature files found","true","OK","2026-04-10T08:20:26Z","700625861","false","13","1","0","0","Gherkin","main","Apache License 2.0","","2","2","0","18","2023-10-05T00:56:08Z","2023-12-16T18:13:47Z","2023-10-07T18:28:38Z","0","0","0","0","true","false","false","false","",""
"307","hsume2/aka","https://github.com/hsume2/aka","Manage Shell Keyboard Shortcuts","2","Gherkin","2019-06-05T22:06:53Z","2026-04-06T15:26:27.107071","true","9","9 .feature files found","true","OK","2026-04-10T08:21:16Z","17202069","false","53","2","0","0","Gherkin","master","MIT License","","2","2","0","8719","2014-02-26T07:02:41Z","2019-06-05T22:06:53Z","2018-11-26T21:52:16Z","0","0","12","0","true","false","false","false","",""
"308","Tum4ik/stinim-gen","https://github.com/Tum4ik/stinim-gen",".NET interface and implementation generator for static members.","2","Gherkin","2024-08-17T15:15:43Z","2026-04-06T15:26:27.107148","true","9","9 .feature files found","true","OK","2026-04-10T08:22:48Z","624848889","false","51","6","5","2","Gherkin","main","MIT License","","2","2","0","187","2023-04-07T12:08:01Z","2024-08-17T15:15:43Z","2024-08-17T15:15:44Z","0","0","42","0","true","false","false","false","","di,dotnet,interface-generator,ioc,mock,mock-static-class,mock-static-member,tests"
"309","softace/grunddata-analyse","https://github.com/softace/grunddata-analyse","Simpelt analyseværktøj til grunddata fra Datafordeleren","2","Gherkin","2021-03-20T06:22:03Z","2026-04-06T15:26:27.107302","true","9","9 .feature files found","true","OK","2026-04-10T08:26:07Z","276453506","false","170","1","0","0","Gherkin","master","GNU Affero General Public License v3.0","","2","2","0","9854","2020-07-01T18:28:07Z","2021-03-20T06:22:03Z","2022-04-12T17:03:57Z","0","0","0","0","true","false","false","false","",""
"310","namrata2611/testing","https://github.com/namrata2611/testing","N/A","1","Gherkin","2022-11-16T10:01:18Z","2026-04-06T15:26:30.391104","true","9","9 .feature files found","true","OK","2026-04-10T08:28:11Z","566656412","false","1","4","0","0","Gherkin","main","","","1","1","0","1129","2022-11-16T06:07:07Z","2022-11-16T10:01:18Z","2022-11-16T06:27:34Z","0","0","0","0","true","false","false","false","",""
"311","Connect-Eco/connecteco.qa","https://github.com/Connect-Eco/connecteco.qa","Este repositório está sendo utilizado pela equipe de QA do projeto. Os testes da plataforma estão sendo realizados utilizando a metodologia BDD, e também foram utilizadas planilhas para garantia de qualidade da plataforma.","1","Gherkin","2024-06-03T19:52:49Z","2026-04-06T15:26:30.391189","true","9","9 .feature files found","true","OK","2026-04-10T08:30:01Z","806322884","false","121","1","0","1","Gherkin","main","","","1","1","8","17469","2024-05-27T00:58:40Z","2024-06-03T19:52:49Z","2024-06-09T15:14:07Z","0","0","0","0","false","false","false","false","","bdd,bdd-framework,bdd-tests,feature,gherkin,txt-based"
"312","cucumber-attic/compatibility-kit-javascript","https://github.com/cucumber-attic/compatibility-kit-javascript","[READ ONLY] mirror of https://github.com/cucumber/cucumber/tree/master/compatibility-kit/javascript","1","Gherkin","2022-06-17T22:02:15Z","2026-04-06T15:26:30.391426","true","9","9 .feature files found","true","OK","2026-04-10T08:35:00Z","247779350","false","171","2","0","0","Gherkin","master","MIT License","","1","1","8","2657","2020-03-16T17:38:14Z","2022-06-17T22:02:15Z","2023-01-27T23:31:16Z","0","0","0","0","false","true","false","false","",""
"313","metack/airparse","https://github.com/metack/airparse","N/A","1","Gherkin","2025-07-25T09:06:45Z","2026-04-06T15:26:33.678682","true","9","9 .feature files found","true","OK","2026-04-10T08:37:45Z","46813568","false","12","4","0","0","Gherkin","master","MIT License","","1","1","0","101","2015-11-24T19:27:43Z","2025-07-25T09:06:45Z","2020-07-06T13:48:22Z","3","3","4","3","true","false","false","false","",""
"314","SF001User/KarateProject","https://github.com/SF001User/KarateProject","Karate class repo","1","Gherkin","2021-05-28T16:58:12Z","2026-04-06T15:26:33.678709","true","9","9 .feature files found","true","OK","2026-04-10T08:38:20Z","371401975","false","23","1","0","3","Gherkin","master","","","1","1","0","22","2021-05-27T14:27:47Z","2021-05-28T16:58:12Z","2023-01-20T22:45:36Z","0","0","0","0","true","false","false","false","",""
"315","yixiu00001/text-classify-cnn-rnn","https://github.com/yixiu00001/text-classify-cnn-rnn","基于cnn（maxPool/k-maxPool）和rnn的文本分类","1","Gherkin","2018-04-28T08:19:16Z","2026-04-06T15:26:33.678953","true","9","9 .feature files found","true","OK","2026-04-10T08:43:10Z","131381887","false","6","1","0","0","Gherkin","master","","","1","1","0","30677","2018-04-28T06:51:43Z","2018-04-28T08:19:16Z","2021-01-08T06:48:40Z","0","0","0","0","true","false","false","false","",""
